"Protein_IDs"	"Majority_protein_IDs"	"Peptide_counts_all"	"Peptide_counts_razor_unique"	"Peptide_counts_unique"	"Fasta_headers"	"Number_of_proteins"	"Peptides"	"Razor_unique_peptides"	"Unique_peptides"	"Peptides_D_R1"	"Peptides_D_R2"	"Peptides_D_R3"	"Peptides_E_R1"	"Peptides_E_R2"	"Peptides_E_R3"	"Razor_unique_peptides_D_R1"	"Razor_unique_peptides_D_R2"	"Razor_unique_peptides_D_R3"	"Razor_unique_peptides_E_R1"	"Razor_unique_peptides_E_R2"	"Razor_unique_peptides_E_R3"	"Unique_peptides_D_R1"	"Unique_peptides_D_R2"	"Unique_peptides_D_R3"	"Unique_peptides_E_R1"	"Unique_peptides_E_R2"	"Unique_peptides_E_R3"	"Sequence_coverage"	"Unique_razor_sequence_coverage"	"Unique_sequence_coverage"	"Mol_weight_kDa"	"Sequence_length"	"Sequence_lengths"	"Q_value"	"Identification_type_D_R1"	"Identification_type_D_R2"	"Identification_type_D_R3"	"Identification_type_E_R1"	"Identification_type_E_R2"	"Identification_type_E_R3"	"Sequence_coverage_D_R1"	"Sequence_coverage_D_R2"	"Sequence_coverage_D_R3"	"Sequence_coverage_E_R1...."	"Sequence_coverage_E_R2"	"Sequence_coverage_E_R3"	"Intensity"	"Intensity_D_R1"	"Intensity_D_R2"	"Intensity_D_R3"	"Intensity_E_R1"	"Intensity_E_R2"	"Intensity_E_R3"	"iBAQ"	"iBAQ_D_R1"	"iBAQ_D_R2"	"iBAQ_D_R3"	"iBAQ_E_R1"	"iBAQ_E_R2"	"iBAQ_E_R3"	"LFQ_intensity_D_R1"	"LFQ_intensity_D_R2"	"LFQ.intensity_D_R3"	"LFQ_intensity_E_R1"	"LFQ_intensity_E_R2"	"LFQ_intensity_E_R3"	"MS_MS_Count_D_R1"	"MS_MS_Count_D_R2"	"MS_MS_Count_D_R3"	"MS_MS_Count_E_R1"	"MS_MS_Count_E_R2"	"MS_MS_Count_E_R3"	"MS_MS_Count"	"Only_identified_by_site"	"Reverse"	"Potential_contaminant"	"id"	"Peptide_IDs"	"Peptide_is_razor"	"Mod_peptide_IDs"	"Evidence_IDs"	"MS_MS_IDs"	"Best_MS_MS"	"Oxidation_M_site_IDs"	"Oxidation_M_site_positions"
"P38149"	"sp|P38149|DUG2_YEAST"	"4"	"4"	"4"	">sp|P38149|DUG2_YEAST Probable di- and tripeptidase DUG2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DUG2 PE=1 SV=1"	1	4	4	4	4	4	1	4	4	4	4	4	1	4	4	4	4	4	1	4	4	4	6	6	6	98.07	878	"878"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	6	6	1.3	6	6	6	"124490000"	17124000	19277000	8929200	25545000	29827000	23791000	3364700	462820	521010	241330	690400	806140	643000	21926000	23257000	0	21924000	27394000	24230000	2	4	1	3	3	3	16	""	""	""	1018	"1338;6460;7659;9031"	"True;True;True;True"	"1348;6490;7690;9077"	"9551;9552;9553;9554;9555;43031;43032;43033;43034;43035;50912;50913;50914;50915;50916;50917;59970;59971;59972;59973;59974"	"14056;14057;14058;14059;14060;60430;60431;60432;60433;60434;71323;71324;71325;71326;71327;71328;83575;83576"	"14059;60434;71326;83575"	""	""
"P38153"	"sp|P38153|AP3M_YEAST"	"3"	"3"	"3"	">sp|P38153|AP3M_YEAST AP-3 complex subunit mu OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=APM3 PE=1 SV=2"	1	3	3	3	2	2	3	2	2	2	2	2	3	2	2	2	2	2	3	2	2	2	9.1	9.1	9.1	54.837	483	"483"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	6.2	6.2	9.1	6.2	6.2	6.2	"50721000"	8517500	6948500	6885200	9898300	9094700	9376700	2113400	354890	289520	286880	412430	378950	390700	8629900	7857900	8180000	8805900	10472000	8703100	2	1	2	1	2	1	9	""	""	""	1019	"3935;4408;6049"	"True;True;True"	"3953;4428;6076"	"26304;29401;29402;29403;29404;29405;29406;40270;40271;40272;40273;40274;40275;40276;40277"	"37286;41457;41458;41459;41460;41461;41462;56617;56618;56619;56620;56621;56622;56623"	"37286;41460;56619"	""	""
"P38164"	"sp|P38164|SEA4_YEAST"	"3"	"3"	"3"	">sp|P38164|SEA4_YEAST SEH-associated protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEA4 PE=1 SV=2"	1	3	3	3	2	1	1	2	1	2	2	1	1	2	1	2	2	1	1	2	1	2	4.3	4.3	4.3	117.63	1038	"1038"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	2.8	1.5	1.5	2.8	1.3	3.1	"27274000"	3174200	2084000	NA	11043000	8484800	2488300	545480	63484	41680	0	220860	169700	49765	0	0	0	7357300	0	0	2	1	1	1	1	2	8	""	""	""	1020	"3476;3575;11864"	"True;True;True"	"3491;3591;11925"	"23417;23418;23419;23420;23421;24045;79076;79077;79078;79079;79080"	"33190;33191;33192;34083;110331;110332;110333;110334;110335"	"33192;34083;110331"	""	""
"P38166"	"sp|P38166|SFT2_YEAST"	"2"	"2"	"2"	">sp|P38166|SFT2_YEAST Protein transport protein SFT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SFT2 PE=1 SV=1"	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	11.6	11.6	11.6	24.274	215	"215"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	11.6	11.6	11.6	11.6	11.6	11.6	"198050000"	31272000	43866000	28631000	30009000	33618000	30659000	22006000	3474600	4874000	3181300	3334400	3735300	3406600	34318000	46500000	31557000	30998000	33465000	30961000	2	3	3	3	3	3	17	""	""	""	1021	"736;11513"	"True;True"	"743;11574"	"5242;5243;5244;5245;5246;5247;76819;76820;76821;76822;76823;76824;76825;76826;76827"	"7813;7814;7815;7816;7817;7818;107176;107177;107178;107179;107180;107181;107182;107183;107184;107185;107186"	"7813;107177"	""	""
"P38169"	"sp|P38169|KMO_YEAST"	"1"	"1"	"1"	">sp|P38169|KMO_YEAST Kynurenine 3-monooxygenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BNA4 PE=1 SV=1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.8	2.8	2.8	52.429	460	"460"	0.0086133	"By matching"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	2.8	2.8	2.8	2.8	2.8	2.8	"37484000"	5258300	5620600	7482600	5022300	7172300	6928200	1441700	202240	216180	287790	193170	275860	266470	0	0	0	0	0	6830300	0	0	0	0	1	0	1	""	""	""	1022	"10959"	"True"	"11015"	"72812;72813;72814;72815;72816;72817"	"101502"	"101502"	""	""
"P38170"	"sp|P38170|CND2_YEAST"	"1"	"1"	"1"	">sp|P38170|CND2_YEAST Condensin complex subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BRN1 PE=1 SV=3"	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1.1	1.1	1.1	86.215	754	"754"	0.0097169	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By matching"	0	1.1	0	0	0	0	"1217200"	NA	1217200	NA	NA	NA	NA	35800	0	35800	0	0	0	0	0	1371400	0	0	0	0	0	1	0	0	0	0	1	""	""	""	1023	"12545"	"True"	"12610"	"83975"	"117859"	"117859"	""	""
"P38174"	"sp|P38174|MAP2_YEAST"	"6"	"6"	"6"	">sp|P38174|MAP2_YEAST Methionine aminopeptidase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MAP2 PE=1 SV=4"	1	6	6	6	4	6	4	5	5	5	4	6	4	5	5	5	4	6	4	5	5	5	15.2	15.2	15.2	47.518	421	"421"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	14.3	15.2	14.3	15.2	15.2	15.2	"541330000"	84914000	96927000	81899000	90312000	87309000	99964000	28491000	4469200	5101400	4310500	4753200	4595200	5261300	97664000	99854000	91163000	87402000	92302000	96752000	4	7	6	6	8	8	39	""	""	""	1024	"2534;8420;8523;11190;11479;13727"	"True;True;True;True;True;True"	"2547;8461;8566;11249;11540;13798"	"17222;56044;56045;56046;56047;56048;56049;56718;56719;56720;56721;56722;56723;74618;74619;74620;74621;74622;74623;76621;76622;76623;76624;76625;92302;92303;92304;92305;92306;92307"	"24518;78185;78186;78187;78188;78189;78190;78191;79112;79113;79114;79115;79116;79117;104020;104021;104022;104023;104024;104025;104026;104027;104028;104029;106931;106932;106933;106934;106935;129652;129653;129654;129655;129656;129657;129658;129659;129660;129661;129662;129663"	"24518;78188;79114;104029;106934;129661"	""	""
"P38181"	"sp|P38181|NU170_YEAST"	"4"	"4"	"4"	">sp|P38181|NU170_YEAST Nucleoporin NUP170 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NUP170 PE=1 SV=1"	1	4	4	4	2	1	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	3.7	3.7	3.7	169.47	1502	"1502"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	1.9	0.9	1.7	1.9	1.9	1.7	"47505000"	11562000	NA	6944800	10145000	9618300	9235400	579330	141000	0	84692	123720	117300	112630	14411000	0	0	9404400	8328100	0	1	1	2	1	2	2	9	""	""	""	1025	"3919;8276;11056;11066"	"True;True;True;True"	"3937;8314;11112;11122"	"26231;55097;55098;55099;73470;73471;73472;73473;73474;73513;73514"	"37178;76948;102482;102483;102484;102485;102486;102487;102533;102534"	"37178;76948;102484;102534"	""	""
"P38187"	"sp|P38187|UBP13_YEAST"	"1"	"1"	"1"	">sp|P38187|UBP13_YEAST Ubiquitin carboxyl-terminal hydrolase 13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UBP13 PE=1 SV=3"	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1.9	1.9	1.9	83.855	747	"747"	0.0014078	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By MS/MS"	1.9	0	0	1.9	0	1.9	"5788400"	NA	NA	NA	NA	NA	5788400	160790	0	0	0	0	0	160790	0	0	0	0	0	5706500	1	0	0	1	0	0	2	""	""	""	1026	"4714"	"True"	"4735"	"31587;31588;31589"	"44535;44536;44537"	"44535"	""	""
"P38193"	"sp|P38193|PP4R2_YEAST"	"2"	"2"	"2"	">sp|P38193|PP4R2_YEAST Serine/threonine-protein phosphatase 4 regulatory subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PSY4 PE=1 SV=1"	1	2	2	2	1	2	2	2	1	2	1	2	2	2	1	2	1	2	2	2	1	2	3.9	3.9	3.9	50.655	441	"441"	0.0082609	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	2.3	3.9	3.9	3.9	1.6	3.9	"26436000"	2631300	3038300	8952600	3573900	NA	8239900	1101500	109640	126600	373030	148910	0	343330	0	0	0	0	0	8123500	0	1	1	1	1	1	5	""	""	""	1027	"2394;4933"	"True;True"	"2407;4955"	"16388;16389;16390;16391;16392;32998;32999;33000;33001;33002"	"23431;23432;23433;23434;23435;46745"	"23435;46745"	""	""
"P38197"	"sp|P38197|YBD6_YEAST"	"9"	"9"	"9"	">sp|P38197|YBD6_YEAST UPF0001 protein YBL036C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YBL036C PE=1 SV=1"	1	9	9	9	7	8	7	8	9	9	7	8	7	8	9	9	7	8	7	8	9	9	37	37	37	29.123	257	"257"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	33.9	34.2	33.9	34.2	37	37	"1058500000"	152050000	175280000	1.58e+08	170850000	215170000	187110000	62262000	8943900	10311000	9294400	10050000	12657000	11006000	175280000	190120000	180310000	178690000	188740000	185210000	14	12	10	11	15	13	75	""	""	""	1028	"1355;3630;5746;6142;6262;10852;11791;12864;12865"	"True;True;True;True;True;True;True;True;True"	"1365;3646;5770;6169;6289;10906;11852;12932;12933"	"9655;9656;9657;9658;9659;9660;9661;24438;24439;24440;24441;24442;24443;38268;38269;38270;38271;38272;38273;40881;40882;40883;40884;40885;40886;41642;41643;72085;72086;72087;72088;72089;72090;78573;78574;78575;78576;78577;78578;86179;86180;86181;86182;86183;86184;86185;86186;86187;86188;86189;86190;86191;86192"	"14177;14178;14179;14180;14181;14182;14183;14184;14185;14186;34676;34677;34678;34679;34680;34681;34682;34683;34684;34685;34686;34687;34688;34689;34690;34691;34692;53909;53910;53911;53912;57504;57505;57506;57507;57508;57509;57510;57511;58437;58438;100374;100375;100376;100377;100378;100379;100380;100381;100382;100383;100384;100385;100386;109659;109660;109661;109662;109663;109664;121172;121173;121174;121175;121176;121177;121178;121179;121180;121181;121182;121183;121184;121185;121186;121187;121188;121189;121190"	"14179;34676;53909;57510;58437;100381;109659;121184;121188"	""	""
"P38199"	"sp|P38199|HEK2_YEAST"	"6"	"6"	"6"	">sp|P38199|HEK2_YEAST Heterogeneous nuclear rnp K-like protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HEK2 PE=1 SV=1"	1	6	6	6	6	6	5	5	6	6	6	6	5	5	6	6	6	6	5	5	6	6	17.1	17.1	17.1	41.682	381	"381"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	17.1	17.1	13.9	13.9	17.1	17.1	"531960000"	84675000	84817000	82886000	89449000	96194000	93943000	33248000	5292200	5301000	5180400	5590600	6012100	5871500	91268000	89945000	92101000	95209000	92878000	92907000	4	5	3	3	5	5	25	""	""	""	1029	"1335;1386;1653;5190;6448;6799"	"True;True;True;True;True;True"	"1345;1396;1664;5212;6478;6829"	"9534;9535;9536;9537;9538;9539;9862;9863;9864;9865;9866;9867;11622;11623;11624;11625;11626;11627;11628;34530;34531;34532;34533;34534;34535;42952;42953;42954;42955;42956;42957;45289;45290;45291;45292"	"14039;14040;14041;14042;14043;14044;14440;14441;16862;16863;16864;16865;16866;16867;16868;16869;16870;16871;48654;48655;48656;48657;48658;48659;60310;60311;60312;60313;60314;60315;63429;63430;63431"	"14039;14440;16867;48656;60312;63429"	""	""
"P38203"	"sp|P38203|LSM2_YEAST"	"2"	"2"	"2"	">sp|P38203|LSM2_YEAST U6 snRNA-associated Sm-like protein LSm2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LSM2 PE=1 SV=1"	1	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	22.1	22.1	22.1	11.163	95	"95"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	22.1	22.1	13.7	22.1	22.1	22.1	"137030000"	23133000	23063000	20449000	21783000	23427000	25174000	22838000	3855400	3843800	3408200	3630600	3904500	4195700	24693000	26051000	0	23702000	23185000	23112000	2	1	1	1	1	2	8	""	""	""	1030	"4448;8146"	"True;True"	"4468;8180"	"29652;29653;29654;29655;29656;29657;54282;54283;54284;54285;54286"	"41763;41764;41765;41766;41767;41768;75864;75865"	"41768;75864"	""	""
"P38205"	"sp|P38205|NCL1_YEAST"	"19"	"19"	"19"	">sp|P38205|NCL1_YEAST Multisite-specific tRNA:(cytosine-C(5))-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NCL1 PE=1 SV=1"	1	19	19	19	16	16	17	16	18	18	16	16	17	16	18	18	16	16	17	16	18	18	35.4	35.4	35.4	77.878	684	"684"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	31	30.8	32.3	31.4	33.9	33.9	"2478900000"	401970000	340500000	402730000	412250000	446080000	475410000	60462000	9804100	8304800	9822800	10055000	10880000	11595000	440870000	413910000	461770000	415270000	413090000	432710000	17	17	22	15	21	19	111	""	""	""	1031	"724;1225;1883;2674;3541;3943;4595;5442;7255;7260;7629;7765;8331;8539;9958;11449;11672;12192;13201"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"	"731;1235;1895;2688;3557;3961;4616;5464;7286;7291;7660;7796;8371;8582;10010;11510;11733;12255;13271"	"5173;5174;5175;5176;5177;5178;5179;8863;8864;8865;8866;8867;8868;8869;8870;13081;13082;13083;13084;13085;13086;18085;18086;18087;18088;18089;18090;23836;23837;23838;23839;23840;23841;26340;26341;26342;26343;26344;26345;30795;36199;36200;36201;36202;36203;36204;48303;48304;48305;48306;48307;48308;48333;48334;50694;50695;50696;50697;50698;50699;50700;50701;50702;50703;50704;51767;51768;51769;51770;51771;51772;55464;55465;55466;55467;55468;56798;56799;56800;56801;66332;66333;66334;66335;66336;76460;76461;76462;76463;76464;76465;77879;77880;77881;77882;77883;77884;81453;81454;81455;81456;81457;81458;81459;81460;81461;81462;81463;81464;88837;88838;88839;88840;88841;88842"	"7731;7732;7733;7734;7735;7736;7737;7738;7739;7740;7741;7742;7743;7744;7745;7746;13085;13086;13087;13088;13089;13090;13091;13092;13093;13094;13095;13096;13097;13098;13099;18788;18789;18790;25737;25738;25739;25740;25741;25742;33820;33821;33822;33823;33824;33825;37334;37335;37336;37337;37338;37339;37340;37341;37342;37343;37344;43544;51002;51003;67603;67604;67605;67606;67607;67608;67609;67610;67611;67612;67613;67644;67645;70990;70991;70992;70993;70994;70995;70996;70997;70998;70999;71000;71001;71002;71003;71004;71005;72587;72588;72589;72590;72591;72592;77414;77415;77416;77417;79200;79201;79202;79203;92021;92022;106765;106766;106767;106768;106769;106770;106771;106772;106773;106774;108787;108788;108789;108790;113956;113957;113958;113959;113960;124969;124970;124971;124972"	"7733;13099;18789;25740;33825;37341;43544;51002;67604;67644;71001;72592;77414;79202;92021;106773;108787;113957;124969"	""	""
"P38217"	"sp|P38217|IMB2_YEAST"	"1"	"1"	"1"	">sp|P38217|IMB2_YEAST Importin subunit beta-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=KAP104 PE=1 SV=1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.3	1.3	1.3	103.68	918	"918"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	1.3	1.3	1.3	1.3	1.3	1.3	"165550000"	26543000	25132000	25989000	27225000	32259000	28406000	4474400	717390	679230	702400	735810	871850	767740	0	0	0	0	0	28005000	2	2	2	1	2	2	11	""	""	""	1032	"3514"	"True"	"3530"	"23664;23665;23666;23667;23668;23669"	"33536;33537;33538;33539;33540;33541;33542;33543;33544;33545;33546"	"33536"	""	""
"P38219"	"sp|P38219|OLA1_YEAST"	"14"	"14"	"14"	">sp|P38219|OLA1_YEAST Obg-like ATPase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=OLA1 PE=1 SV=1"	1	14	14	14	14	14	13	14	14	14	14	14	13	14	14	14	14	14	13	14	14	14	45.4	45.4	45.4	44.174	394	"394"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	45.4	45.4	41.6	45.4	45.4	45.4	"11029000000"	1758100000	1.746e+09	1672100000	1962900000	1956200000	1933700000	459540000	73256000	72752000	69671000	81786000	81509000	80570000	1884400000	1898500000	1967300000	1865900000	1860900000	1888100000	41	35	42	37	40	39	234	""	""	""	1033	"316;1096;1152;2070;3916;5071;5072;7011;7148;10845;10929;11148;12599;13918"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True"	"321;1105;1162;2082;3934;5093;5094;7041;7178;10899;10983;11207;12665;13989"	"2325;2326;2327;2328;2329;2330;7993;7994;7995;7996;7997;7998;8376;8377;8378;8379;8380;8381;8382;8383;8384;8385;8386;8387;8388;8389;8390;8391;8392;8393;8394;8395;8396;8397;8398;8399;8400;8401;14325;14326;14327;14328;14329;14330;26200;26201;26202;26203;26204;26205;26206;26207;26208;26209;26210;26211;26212;33831;33832;33833;33834;33835;33836;33837;33838;33839;33840;33841;33842;33843;33844;33845;33846;33847;33848;33849;46675;46676;46677;46678;46679;46680;47620;47621;47622;47623;47624;72046;72047;72048;72049;72050;72051;72602;72603;72604;72605;72606;72607;74324;74325;74326;74327;74328;74329;74330;74331;74332;74333;74334;74335;74336;84377;84378;84379;84380;84381;84382;93500;93501;93502;93503;93504;93505;93506;93507;93508;93509;93510;93511"	"3384;3385;3386;3387;3388;3389;3390;3391;3392;3393;3394;3395;12000;12001;12002;12003;12004;12005;12006;12007;12008;12009;12010;12011;12012;12013;12427;12428;12429;12430;12431;12432;12433;12434;12435;12436;12437;12438;12439;12440;12441;12442;12443;12444;12445;12446;12447;12448;12449;12450;12451;12452;12453;12454;12455;12456;12457;12458;12459;12460;12461;12462;12463;12464;12465;12466;12467;12468;12469;12470;12471;12472;12473;12474;12475;12476;12477;12478;12479;12480;12481;12482;12483;12484;12485;12486;20446;20447;20448;20449;20450;20451;20452;20453;20454;20455;20456;20457;20458;37113;37114;37115;37116;37117;37118;37119;37120;37121;37122;37123;37124;37125;37126;37127;37128;37129;37130;37131;37132;37133;37134;37135;37136;47781;47782;47783;47784;47785;47786;47787;47788;47789;47790;47791;47792;47793;47794;47795;47796;47797;47798;47799;47800;47801;47802;47803;47804;47805;47806;47807;47808;47809;47810;65411;65412;65413;65414;65415;65416;66681;100303;100304;100305;100306;100307;100308;100309;100310;100311;100312;100313;100314;100315;100316;100317;100318;101172;101173;101174;101175;101176;101177;101178;101179;101180;103611;103612;103613;103614;103615;103616;103617;103618;103619;103620;103621;103622;103623;103624;103625;103626;103627;103628;103629;103630;103631;103632;103633;103634;103635;103636;118389;118390;118391;118392;118393;118394;118395;118396;118397;118398;118399;118400;131267;131268;131269;131270;131271;131272;131273;131274;131275;131276;131277;131278;131279;131280;131281;131282;131283;131284;131285;131286;131287;131288;131289;131290;131291"	"3385;12013;12442;20453;37135;47789;47808;65416;66681;100314;101180;103631;118393;131270"	""	""
"P38221"	"sp|P38221|CDS1_YEAST"	"4"	"4"	"4"	">sp|P38221|CDS1_YEAST Phosphatidate cytidylyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDS1 PE=1 SV=1"	1	4	4	4	4	3	4	4	4	4	4	3	4	4	4	4	4	3	4	4	4	4	7.9	7.9	7.9	51.822	457	"457"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	7.9	6.1	7.9	7.9	7.9	7.9	"4152600000"	667870000	620740000	694530000	714240000	728050000	727140000	207630000	33394000	31037000	34727000	35712000	36402000	36357000	742690000	618650000	778720000	719360000	740260000	727050000	7	8	9	9	8	8	49	""	""	""	1034	"2605;4730;5982;6846"	"True;True;True;True"	"2618;4751;6008;6876"	"17662;17663;17664;17665;17666;17667;31683;31684;31685;31686;31687;31688;39826;39827;39828;39829;39830;39831;45607;45608;45609;45610;45611"	"25205;25206;25207;25208;25209;25210;44682;44683;44684;44685;44686;44687;44688;44689;44690;44691;56003;56004;56005;56006;56007;56008;56009;56010;56011;56012;56013;56014;56015;56016;56017;56018;56019;56020;56021;56022;56023;56024;56025;56026;56027;56028;56029;56030;63914;63915;63916;63917;63918"	"25206;44685;56012;63918"	""	""
"P38225"	"sp|P38225|FAT1_YEAST"	"2"	"2"	"2"	">sp|P38225|FAT1_YEAST Very long-chain fatty acid transport protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FAT1 PE=1 SV=2"	1	2	2	2	1	1	2	1	2	2	1	1	2	1	2	2	1	1	2	1	2	2	3.6	3.6	3.6	77.14	669	"669"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	1.8	1.8	3.6	1.8	3.6	3.6	"58692000"	5806100	6433400	15946000	4842400	13269000	12396000	1504900	148870	164960	408870	124160	340220	317840	0	0	0	0	0	12221000	1	2	2	1	2	2	10	""	""	""	1035	"100;4136"	"True;True"	"100;4154"	"729;730;731;732;733;734;27577;27578;27579"	"1051;1052;1053;1054;1055;1056;1057;1058;1059;1060;39009"	"1060;39009"	""	""
"P38226"	"sp|P38226|CST26_YEAST"	"2"	"2"	"2"	">sp|P38226|CST26_YEAST Uncharacterized acyltransferase CST26 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CST26 PE=1 SV=1"	1	2	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	9.6	9.6	9.6	45.515	397	"397"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	4	4	4	4	4	9.6	"27028000"	3699200	5010300	4365800	4023500	4990100	4939600	1501600	205510	278350	242550	223530	277230	274420	0	0	0	0	0	4869800	1	1	1	1	1	2	7	""	""	""	1036	"1633;14042"	"True;True"	"1644;14113"	"11471;11472;11473;11474;11475;11476;94283"	"16637;16638;16639;16640;16641;16642;132371"	"16640;132371"	""	""
"P38230"	"sp|P38230|QOR_YEAST"	"4"	"4"	"4"	">sp|P38230|QOR_YEAST Probable quinone oxidoreductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ZTA1 PE=1 SV=1"	1	4	4	4	3	2	2	1	4	4	3	2	2	1	4	4	3	2	2	1	4	4	17.4	17.4	17.4	37.018	334	"334"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	13.8	9.6	9.6	3.6	17.4	17.4	"130930000"	19812000	13207000	18039000	8741600	33006000	38124000	6546400	990580	660350	901950	437080	1650300	1906200	24825000	22545000	27825000	0	24480000	26453000	3	2	1	1	3	4	14	""	""	""	1037	"3005;8702;12601;13937"	"True;True;True;True"	"3020;8745;12667;14008"	"20202;20203;57774;57775;57776;57777;57778;84397;84398;84399;93621;93622;93623;93624;93625;93626;93627"	"28673;80440;80441;80442;80443;118443;118444;118445;131411;131412;131413;131414;131415;131416;131417;131418;131419"	"28673;80443;118445;131414"	""	""
"P38234"	"sp|P38234|RFS1_YEAST"	"4"	"4"	"4"	">sp|P38234|RFS1_YEAST Protein RFS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RFS1 PE=1 SV=1"	1	4	4	4	2	4	4	4	4	3	2	4	4	4	4	3	2	4	4	4	4	3	34.3	34.3	34.3	22.921	210	"210"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	11.9	34.3	34.3	34.3	34.3	18.1	"272900000"	27879000	21011000	52129000	65621000	66793000	39467000	22742000	2323300	1751000	4344100	5468400	5566100	3288900	47432000	45480000	43300000	55576000	44834000	44453000	6	7	9	7	9	6	44	""	""	""	1038	"2590;2874;3334;10157"	"True;True;True;True"	"2603;2889;3349;10209"	"17570;17571;17572;17573;19325;19326;19327;19328;19329;19330;19331;19332;19333;19334;19335;19336;22567;22568;22569;22570;22571;22572;22573;67542;67543;67544;67545;67546;67547"	"25098;25099;25100;25101;25102;27362;27363;27364;27365;27366;27367;27368;27369;27370;27371;27372;27373;27374;27375;27376;27377;27378;27379;27380;27381;32164;32165;32166;32167;32168;32169;32170;32171;32172;32173;93984;93985;93986;93987;93988;93989;93990;93991;93992"	"25099;27380;32173;93990"	""	""
